Year,Country,Region,Crop_Type,Average_Temperature_C,Total_Precipitation_mm,CO2_Emissions_MT,Crop_Yield_MT_per_HA,Extreme_Weather_Events,Irrigation_Access_%,Pesticide_Use_KG_per_HA,Fertilizer_Use_KG_per_HA,Soil_Health_Index,Adaptation_Strategies,Economic_Impact_Million_USD
2020,India,Tamil Nadu,Sugarcane,27.63,1201.23,6.12,1.11,7,88.52,36.49,47.21,71.17,Drought-resistant Crops,482.06
2010,Nigeria,North Central,Sugarcane,7.47,629.24,2.6,2.61,0,88.12,27.14,12.09,48.52,No Adaptation,1065.85
2004,Argentina,Northwest,Sugarcane,5.49,1995.92,26.44,1.809,9,93.3,32.8,44.73,63.11,Crop Rotation,886.09
2004,USA,West,Sugarcane,7.78,1143.0,19.97,0.621,0,10.78,23.34,31.73,93.84,Organic Farming,269.57
1990,India,Tamil Nadu,Sugarcane,-2.29,2018.84,7.65,2.32,7,39.39,44.08,5.27,95.71,Crop Rotation,422.99
2003,Australia,Western Australia,Sugarcane,0.63,2782.42,1.05,2.21,1,42.67,16.45,25.28,73.61,Water Management,861.68
2008,China,East,Sugarcane,5.35,619.88,0.56,0.88,6,15.94,8.7,67.42,89.53,Water Management,260.7
2017,India,Punjab,Sugarcane,-4.08,673.41,3.98,0.95,9,76.06,33.19,88.57,75.49,Water Management,346.48
2003,India,Maharashtra,Sugarcane,3.68,2185.4,3.82,2.31,7,73.01,8.76,56.22,32.69,Water Management,1099.19
1997,Argentina,Pampas,Sugarcane,8.1,2228.95,13.82,0.51,4,95.01,35.94,45.62,58.58,Organic Farming,251.02
2008,Brazil,South,Sugarcane,15.29,2970.42,13.72,3.85,8,26.13,17.48,28.94,80.56,No Adaptation,1861.47
1997,Canada,Ontario,Sugarcane,24.28,1573.64,6.18,3.99,8,10.46,40.68,19.89,78.06,No Adaptation,1298.98
1997,USA,South,Sugarcane,18.74,201.27,4.17,2.457,9,65.29,22.81,88.15,65.92,No Adaptation,309.35
2024,Australia,New South Wales,Sugarcane,30.48,1413.98,19.24,2.259,9,62.04,0.87,13.89,40.57,Drought-resistant Crops,842.21
2001,India,Maharashtra,Sugarcane,7.91,260.28,3.11,2.646,7,40.03,18.15,88.97,58.41,Drought-resistant Crops,762.08
2005,France,Ile-de-France,Sugarcane,1.78,2812.81,26.82,1.0080000000000002,0,35.65,18.07,38.04,54.07,Drought-resistant Crops,173.76
2015,France,Provence-Alpes-Cote d’Azur,Sugarcane,4.15,818.44,16.53,0.684,6,60.71,26.53,99.38,77.97,Crop Rotation,136.6
2020,Russia,Northwestern,Sugarcane,5.96,468.59,24.24,2.313,1,56.87,46.02,90.1,49.73,No Adaptation,1000.45
2021,France,Nouvelle-Aquitaine,Sugarcane,22.56,905.9,4.73,1.98,5,33.5,38.1,37.98,62.76,Drought-resistant Crops,398.24
2001,USA,South,Sugarcane,-4.86,483.62,23.1,0.855,2,49.33,19.52,21.12,66.1,Drought-resistant Crops,217.54
2014,Nigeria,North West,Sugarcane,11.5,535.11,29.97,1.449,2,41.03,45.48,45.59,60.17,Drought-resistant Crops,199.48
1993,France,Ile-de-France,Sugarcane,21.9,2189.87,10.81,2.47,6,47.17,12.98,78.95,70.76,Crop Rotation,541.77
2012,Canada,Prairies,Sugarcane,6.25,1832.86,11.43,1.21,4,25.26,30.89,20.75,99.32,Drought-resistant Crops,328.8
2004,France,Nouvelle-Aquitaine,Sugarcane,5.34,1741.61,25.12,0.6030000000000001,5,77.14,40.89,12.03,91.78,Water Management,142.37
1991,India,Punjab,Sugarcane,31.13,1554.5,3.04,3.75,5,57.83,3.13,74.68,57.19,Organic Farming,1556.95
2004,Canada,Quebec,Sugarcane,28.72,648.37,29.21,1.1880000000000002,3,10.07,42.65,14.87,62.9,Crop Rotation,201.92
2016,China,North,Sugarcane,10.83,2769.14,11.07,4.45,2,31.16,49.82,28.56,86.13,Drought-resistant Crops,521.94
2006,Australia,New South Wales,Sugarcane,7.68,2711.54,11.2,2.69,4,93.39,26.0,85.74,84.37,Organic Farming,934.6
1992,USA,West,Sugarcane,9.29,423.62,0.67,1.647,3,21.97,7.24,94.38,47.1,No Adaptation,667.27
1995,Argentina,Northwest,Sugarcane,24.09,1143.45,10.03,2.46,8,15.87,37.71,22.62,63.99,Organic Farming,936.98
2022,USA,Midwest,Sugarcane,1.13,2695.88,12.28,1.7,9,96.51,0.91,76.57,94.66,Organic Farming,678.06
1994,India,Punjab,Sugarcane,6.23,2781.64,27.94,0.936,2,81.33,29.77,24.7,66.81,Crop Rotation,346.89
2014,USA,Northeast,Sugarcane,-1.75,2438.63,3.8,1.43,4,70.34,5.74,63.21,94.38,Water Management,660.82
2003,USA,Midwest,Sugarcane,-0.16,2226.51,20.46,1.395,1,35.01,28.99,33.1,56.34,No Adaptation,147.99
1996,Canada,Ontario,Sugarcane,26.3,2598.02,16.28,1.2060000000000002,10,69.67,49.81,30.74,64.53,Water Management,177.51
2012,Argentina,Northwest,Sugarcane,2.56,2956.5,4.54,0.59,1,30.02,30.31,97.2,49.8,Crop Rotation,168.84
2020,Australia,Western Australia,Sugarcane,18.35,2990.14,17.12,3.6,5,68.26,11.98,95.2,50.92,Drought-resistant Crops,522.17
2012,Brazil,South,Sugarcane,-4.1,2309.34,19.85,1.593,6,37.55,17.69,18.34,84.82,Organic Farming,212.62
2015,Brazil,South,Sugarcane,21.32,2364.74,11.72,2.3,2,62.7,10.1,16.3,51.17,Drought-resistant Crops,379.82
2016,Argentina,Pampas,Sugarcane,8.86,2862.03,14.8,2.85,1,39.35,19.91,7.94,89.7,Organic Farming,1083.66
2010,China,Central,Sugarcane,1.73,2821.92,9.0,0.91,5,94.05,20.17,12.5,81.34,Organic Farming,245.87
2021,India,Tamil Nadu,Sugarcane,-4.21,1004.74,6.96,2.82,6,90.81,30.49,91.78,54.14,Crop Rotation,472.91
2007,Russia,Siberian,Sugarcane,9.38,243.83,5.56,1.332,10,16.19,13.81,21.78,85.18,Drought-resistant Crops,505.02
2020,China,North,Sugarcane,3.74,2757.34,24.7,2.025,7,37.56,32.7,2.38,99.28,No Adaptation,835.28
1996,Argentina,Northwest,Sugarcane,28.32,1230.76,19.54,2.421,5,58.28,30.54,70.51,86.13,Drought-resistant Crops,937.95
2019,USA,Northeast,Sugarcane,9.7,1271.52,24.23,0.864,7,45.23,3.81,10.05,90.88,Drought-resistant Crops,239.76
2017,Russia,Siberian,Sugarcane,12.7,2592.38,20.33,3.447,4,97.07,19.1,97.54,91.65,Crop Rotation,675.5
1992,Russia,Volga,Sugarcane,23.94,1403.64,16.46,1.197,4,52.62,26.91,83.63,44.41,Water Management,223.38
1991,Argentina,Pampas,Sugarcane,25.76,1789.06,27.45,2.853,9,82.04,10.02,94.64,66.68,No Adaptation,584.68
2003,Australia,Western Australia,Sugarcane,15.5,724.59,6.34,2.43,7,50.75,16.52,61.84,89.82,Water Management,279.96
2020,Nigeria,North Central,Sugarcane,18.6,237.57,23.62,4.482,2,38.15,15.54,74.11,70.53,No Adaptation,586.4
2015,USA,Midwest,Sugarcane,27.62,533.42,3.51,3.79,4,44.22,46.22,99.86,41.12,Water Management,1107.35
2014,Argentina,Northwest,Sugarcane,21.39,1683.17,27.3,1.386,2,55.96,7.81,60.36,49.52,Organic Farming,165.52
2005,Brazil,North,Sugarcane,27.43,1351.33,27.73,2.772,3,43.57,21.82,91.95,99.44,No Adaptation,1097.72
2020,Argentina,Pampas,Sugarcane,-1.97,386.79,18.81,1.557,1,87.62,40.75,50.42,89.88,Organic Farming,776.66
2012,Nigeria,South West,Sugarcane,14.66,1709.32,14.35,4.85,1,15.88,47.6,79.93,30.48,Organic Farming,2285.25
1999,France,Provence-Alpes-Cote d’Azur,Sugarcane,8.02,2609.95,20.21,1.746,5,47.32,42.56,18.55,74.18,No Adaptation,645.08
2009,China,North,Sugarcane,12.97,2359.93,11.91,3.07,2,39.05,34.46,87.19,43.68,Crop Rotation,450.22
2020,Argentina,Patagonia,Sugarcane,20.15,558.25,11.03,3.53,1,91.94,9.62,29.52,43.94,Drought-resistant Crops,1416.78
2021,Argentina,Pampas,Sugarcane,7.95,1221.42,16.06,1.665,2,64.26,13.87,5.92,32.8,No Adaptation,826.53
2009,Brazil,South,Sugarcane,27.31,2387.38,24.83,1.2240000000000002,1,90.94,2.37,76.13,30.53,Water Management,327.52
1991,Argentina,Northeast,Sugarcane,-4.81,925.39,8.63,0.52,7,19.11,21.87,63.3,59.42,Drought-resistant Crops,182.35
2010,Russia,Northwestern,Sugarcane,0.35,2255.23,3.17,0.68,8,31.22,48.03,4.4,69.85,Drought-resistant Crops,190.34
2001,Australia,Queensland,Sugarcane,26.26,1380.08,11.58,3.47,9,35.02,36.87,41.58,30.66,No Adaptation,871.87
1992,USA,West,Sugarcane,31.98,683.16,28.51,2.853,9,73.84,20.82,59.08,55.05,Drought-resistant Crops,948.62
2020,Russia,Volga,Sugarcane,30.59,2783.48,26.17,2.106,9,45.59,16.53,93.85,43.38,Drought-resistant Crops,1032.35
2003,Russia,Northwestern,Sugarcane,12.18,2855.34,28.8,3.3120000000000003,10,56.47,47.66,43.12,34.35,Drought-resistant Crops,936.42
2021,Russia,Central,Sugarcane,15.87,2979.85,11.99,4.29,9,47.17,47.75,70.72,33.88,Organic Farming,1187.51
2011,France,Nouvelle-Aquitaine,Sugarcane,30.31,1245.56,28.36,3.474,3,96.61,40.77,21.78,75.69,No Adaptation,640.73
1998,Canada,British Columbia,Sugarcane,22.01,1141.41,3.92,3.38,7,76.56,0.47,19.25,98.72,No Adaptation,554.37
2018,Australia,New South Wales,Sugarcane,33.16,826.8,23.71,2.286,2,69.03,23.87,17.8,33.07,Water Management,712.95
2012,China,South,Sugarcane,23.63,2376.06,6.62,2.73,6,21.61,44.52,31.78,98.87,Drought-resistant Crops,1296.61
2001,Argentina,Patagonia,Sugarcane,3.47,415.55,16.87,2.124,0,76.86,37.23,90.25,43.93,No Adaptation,989.3
2005,India,Punjab,Sugarcane,33.04,2347.67,10.29,2.29,9,60.89,48.64,64.08,58.7,Organic Farming,334.4
2013,Russia,Central,Sugarcane,-0.79,732.75,21.76,0.846,10,37.62,33.81,29.18,78.38,Organic Farming,208.82
2020,India,West Bengal,Sugarcane,15.76,320.16,9.64,4.464,0,65.98,6.83,17.44,62.7,No Adaptation,1462.62
1997,India,West Bengal,Sugarcane,10.21,2992.45,5.83,1.61,2,34.23,32.88,73.61,76.57,Water Management,694.43
2003,Canada,British Columbia,Sugarcane,8.27,1046.07,11.53,0.88,5,86.61,29.03,65.67,87.92,Water Management,389.0
2020,India,West Bengal,Sugarcane,3.41,1000.3,4.66,1.67,2,78.12,21.4,1.03,72.02,Organic Farming,814.73
1995,France,Grand Est,Sugarcane,22.59,2321.53,15.43,3.24,0,91.18,26.79,84.86,76.3,Water Management,687.24
2022,USA,South,Sugarcane,9.06,204.89,23.68,1.845,4,79.33,32.95,96.84,38.75,No Adaptation,901.31
2017,Argentina,Northwest,Sugarcane,27.95,2642.21,9.25,1.23,3,61.34,8.32,44.11,67.9,Drought-resistant Crops,563.73
2001,USA,Midwest,Sugarcane,3.23,2111.43,23.46,1.035,9,90.11,28.74,22.4,38.78,No Adaptation,188.66
2005,Australia,Queensland,Sugarcane,12.09,2132.6,27.16,2.43,6,55.12,14.85,71.71,51.53,Crop Rotation,431.2
1990,India,West Bengal,Sugarcane,-2.03,481.25,10.72,2.502,4,59.07,38.95,88.34,82.96,Water Management,1059.3
2019,China,South,Sugarcane,-0.86,1535.87,14.43,2.06,5,39.28,5.4,10.84,65.71,Drought-resistant Crops,414.18
2009,Nigeria,North Central,Sugarcane,31.06,1648.15,3.72,2.9,8,38.75,13.57,61.82,34.13,Organic Farming,1080.63
2004,Russia,Northwestern,Sugarcane,10.66,1138.51,10.85,2.89,2,78.79,34.72,83.27,83.76,Crop Rotation,1068.81
2024,Argentina,Northeast,Sugarcane,5.66,879.98,29.72,1.737,7,72.81,14.48,72.0,59.79,Water Management,578.74
2005,Nigeria,North Central,Sugarcane,11.51,1164.41,12.42,3.69,3,78.1,1.24,44.71,64.29,Water Management,852.28
1997,Russia,Siberian,Sugarcane,10.15,697.62,9.55,4.95,3,95.46,39.14,45.24,49.95,Water Management,797.76
2002,USA,Northeast,Sugarcane,30.58,808.84,6.44,1.08,6,82.01,40.99,83.64,95.03,No Adaptation,498.61
1994,Nigeria,South West,Sugarcane,6.46,2360.84,17.99,1.1880000000000002,6,76.07,37.29,36.6,84.48,Water Management,449.11
1997,Nigeria,North Central,Sugarcane,0.82,772.75,28.59,2.277,2,20.19,11.41,65.42,88.23,Water Management,805.87
2009,USA,West,Sugarcane,34.24,2552.5,21.35,2.979,3,97.86,19.41,73.83,38.45,Organic Farming,1140.41
1994,Nigeria,North West,Sugarcane,27.72,811.34,9.2,1.24,3,93.94,0.2,50.23,48.67,Drought-resistant Crops,520.21
2023,Australia,Western Australia,Sugarcane,31.49,2821.98,13.32,3.85,0,62.58,34.25,53.3,47.39,Crop Rotation,1190.62
2001,India,Maharashtra,Sugarcane,30.71,2606.49,15.65,1.494,1,22.53,0.63,85.03,60.26,Organic Farming,151.58
2002,Argentina,Northwest,Sugarcane,28.0,2315.61,22.92,3.519,9,59.73,48.29,60.07,40.83,No Adaptation,367.05
2013,India,Punjab,Sugarcane,33.38,2896.7,11.71,3.12,0,15.9,42.25,16.57,83.33,Crop Rotation,397.02
2003,India,West Bengal,Sugarcane,30.13,2786.51,16.23,1.449,2,32.49,21.65,45.01,69.4,Crop Rotation,686.24
1993,China,South,Sugarcane,10.24,1741.49,19.58,4.14,7,76.24,8.47,29.08,51.16,Water Management,1892.65
2003,Argentina,Northeast,Sugarcane,2.24,749.42,13.02,1.15,2,15.22,35.55,43.26,63.4,Water Management,169.93
1993,Argentina,Patagonia,Sugarcane,13.13,553.4,29.95,1.773,1,70.0,28.92,81.65,80.75,No Adaptation,769.59
1996,China,East,Sugarcane,30.76,1167.2,11.37,2.6,1,82.07,27.98,28.05,42.14,No Adaptation,485.46
1996,Brazil,Northeast,Sugarcane,26.4,272.54,20.62,3.4650000000000003,0,95.61,10.01,56.33,35.86,Organic Farming,837.38
2008,Brazil,South,Sugarcane,24.06,1538.68,2.08,1.79,4,20.15,0.61,18.32,34.08,Water Management,625.18
2002,Australia,New South Wales,Sugarcane,26.65,351.85,5.74,1.332,7,73.28,12.46,49.74,60.74,Organic Farming,282.47
2001,India,Tamil Nadu,Sugarcane,0.93,1412.53,29.04,2.151,10,44.38,37.74,47.46,45.05,Drought-resistant Crops,630.89
1994,Brazil,North,Sugarcane,27.83,2071.9,1.39,2.06,0,28.54,4.88,61.56,50.05,Crop Rotation,903.68
1992,India,Maharashtra,Sugarcane,-1.65,2119.01,19.29,0.945,8,57.89,45.34,88.88,78.26,Water Management,358.11
2015,USA,Midwest,Sugarcane,4.93,2161.26,18.32,1.503,0,38.82,26.13,63.68,86.22,Crop Rotation,711.23
2012,Argentina,Northwest,Sugarcane,29.57,2450.08,3.32,0.96,8,19.53,4.19,18.9,43.32,Drought-resistant Crops,99.43
2015,USA,South,Sugarcane,32.43,1998.43,14.77,1.25,6,31.24,39.74,68.09,57.27,No Adaptation,344.8
1997,Canada,Prairies,Sugarcane,17.74,915.56,9.53,2.38,0,60.28,26.49,18.99,40.48,Water Management,785.69
1996,France,Ile-de-France,Sugarcane,25.97,878.59,13.08,3.68,3,24.05,37.28,64.85,36.6,No Adaptation,1823.03
1993,Russia,Central,Sugarcane,16.72,2981.4,4.85,4.89,10,70.38,38.97,58.57,78.21,No Adaptation,601.6
2019,USA,Midwest,Sugarcane,4.32,2346.7,2.73,1.68,5,17.28,16.4,57.26,63.48,Crop Rotation,416.7
2024,China,North,Sugarcane,-4.04,909.43,3.46,1.71,8,25.43,25.66,37.87,63.48,Water Management,347.53
1990,France,Provence-Alpes-Cote d’Azur,Sugarcane,4.16,879.0,29.65,1.08,0,56.08,7.7,84.21,79.76,No Adaptation,182.41
1998,Nigeria,North Central,Sugarcane,-2.83,2871.38,25.55,1.152,10,20.02,34.18,62.62,31.84,Organic Farming,214.89
1991,Brazil,Southeast,Sugarcane,9.13,2110.9,12.01,0.7,3,19.3,16.89,29.95,74.84,No Adaptation,131.62
2003,Russia,Northwestern,Sugarcane,7.31,1434.4,2.97,2.99,9,45.77,6.32,95.87,66.15,Water Management,367.02
2024,USA,West,Sugarcane,27.01,2191.06,10.15,1.19,4,34.65,48.95,14.25,53.45,Organic Farming,527.61
2024,USA,Northeast,Sugarcane,28.85,1736.93,10.56,3.08,4,14.57,15.54,67.41,96.2,Water Management,1334.75
2012,Argentina,Northeast,Sugarcane,29.2,2761.96,2.23,2.78,7,37.89,9.74,72.35,44.13,Crop Rotation,578.31
2013,Canada,British Columbia,Sugarcane,4.05,529.48,19.85,2.268,9,58.81,33.66,96.88,46.96,Organic Farming,1118.36
1992,Australia,Queensland,Sugarcane,11.0,1062.72,4.16,3.41,1,62.83,1.42,65.46,74.73,Water Management,445.77
2021,India,Punjab,Sugarcane,0.73,296.0,18.38,2.07,8,19.24,40.86,61.03,63.03,Drought-resistant Crops,230.02
2014,Nigeria,North West,Sugarcane,25.14,311.71,22.4,1.611,5,67.93,4.19,77.71,56.1,Crop Rotation,501.86
1991,India,West Bengal,Sugarcane,15.92,1281.89,8.58,4.45,10,72.76,26.22,41.33,47.28,Drought-resistant Crops,1069.74
2003,Canada,Ontario,Sugarcane,9.11,2685.72,13.2,2.92,6,82.81,26.55,15.33,30.31,Organic Farming,713.75
2016,China,South,Sugarcane,-1.16,2597.17,3.57,0.74,8,39.64,41.26,79.13,49.93,Crop Rotation,273.01
1998,USA,West,Sugarcane,1.19,1902.27,29.72,1.161,8,67.63,41.87,46.88,67.69,Crop Rotation,374.83
1995,Canada,Ontario,Sugarcane,12.17,2526.65,28.7,1.611,8,74.05,34.07,25.84,98.42,Crop Rotation,502.81
2018,Australia,Queensland,Sugarcane,0.01,2566.96,4.87,1.43,10,79.08,1.34,12.88,82.3,Crop Rotation,284.52
1999,Russia,Central,Sugarcane,18.09,753.08,16.07,3.861,7,88.74,42.78,22.14,82.03,Organic Farming,1170.1
2020,Nigeria,South West,Sugarcane,28.91,2888.38,1.42,1.32,8,59.65,11.21,67.04,49.4,Drought-resistant Crops,443.27
2017,China,North,Sugarcane,34.63,2225.61,10.3,3.43,1,71.21,42.07,46.14,42.88,Water Management,1558.24
2023,Australia,New South Wales,Sugarcane,18.16,2888.77,20.83,1.656,1,34.11,7.97,1.91,73.38,No Adaptation,431.84
2010,Australia,Queensland,Sugarcane,14.66,827.05,28.15,1.926,0,73.76,36.0,94.01,38.16,Drought-resistant Crops,582.26
1996,India,Maharashtra,Sugarcane,-3.26,1177.27,14.45,1.15,4,30.37,28.55,24.63,89.69,Drought-resistant Crops,386.83
2023,Argentina,Northeast,Sugarcane,3.75,225.03,0.87,1.683,5,89.82,39.63,65.67,87.99,Drought-resistant Crops,636.3
2022,USA,Northeast,Sugarcane,27.64,542.79,15.97,1.449,9,48.78,5.51,50.82,61.35,Drought-resistant Crops,393.46
1998,China,South,Sugarcane,0.56,1495.37,17.73,0.5670000000000001,0,59.06,1.8,16.31,91.61,No Adaptation,263.32
1994,USA,South,Sugarcane,20.35,1875.58,29.44,0.972,5,88.63,15.28,32.0,88.88,Water Management,253.81
1998,India,Punjab,Sugarcane,7.95,2044.58,14.66,1.2,7,94.45,21.44,23.06,88.37,Organic Farming,363.31
1998,Canada,Ontario,Sugarcane,3.99,1483.6,13.29,1.01,6,57.45,20.29,74.66,90.38,Drought-resistant Crops,272.98
2017,Brazil,North,Sugarcane,24.79,1168.65,18.37,1.926,3,47.3,46.45,86.71,87.8,Organic Farming,527.62
2013,France,Ile-de-France,Sugarcane,32.27,2672.76,13.67,3.81,3,11.87,41.72,16.82,51.12,Crop Rotation,645.31
2020,Brazil,Northeast,Sugarcane,4.07,1688.35,14.38,1.61,1,26.01,37.66,73.95,37.12,Crop Rotation,752.58
2016,USA,Northeast,Sugarcane,24.58,1067.86,15.6,2.709,8,53.82,31.12,75.01,46.0,Crop Rotation,1291.31
2017,USA,West,Sugarcane,7.35,1107.9,21.69,2.097,10,69.9,9.35,51.99,36.5,Crop Rotation,592.9
1996,China,East,Sugarcane,16.46,2686.87,21.21,2.538,5,99.12,36.39,5.82,96.34,Water Management,1099.85
1994,China,North,Sugarcane,-2.71,513.01,12.93,0.78,10,71.76,43.41,19.96,87.33,Water Management,284.34
